Make,Model,Price,Year,Kilometer,Fuel,Transmission,Location,Color,Owner,Seller,Engine,Power,Torque,Drivetrain,Length,Width,Height,Seats,Tank
Mahindra,XUV500 W6 2013,5000,2013,135000,Diesel,Manual,Varanasi,Black,First,Individual,2179,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70
Honda,City 1.5 S MT,5000,2013,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42
Maruti Suzuki,Swift DZire VXI,5000,2016,26000,Petrol,Manual,Delhi,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Toyota,Etios Liva GD,5000,2016,114000,Diesel,Manual,Ambala Cantt,Grey,First,Individual,1364,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775,1695,1510,5,45
Honda,Jazz V Petrol,5000,2016,54440,Petrol,Manual,Mumbai,Silver,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Volkswagen,Polo 1.5 TDI,5000,2014,62000,Diesel,Manual,Hyderabad,Brown,First,Individual,1498,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,3987,1698,1483,5,45
Maruti Suzuki,Swift DZire VDI,5000,2015,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Swift DZire VDI,5000,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Skoda,Rapid Elegance 1.6 TDI CR MT,5000,2012,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55
Honda,Amaze 1.2 VX i-VTEC,5050,2017,87150,Petrol,Manual,Pune,Grey,First,Corporate,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Hyundai,Santro Magna [2018-2020],5099.99,2019,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,1086,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
Maruti Suzuki,Eeco 7 STR [2019-2020],5099.99,2019,40000,Petrol,Manual,Thane,Silver,First,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,7,40
Maruti Suzuki,Celerio ZXi,5099.99,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Maruti Suzuki,Celerio VXi (O) [2019-2020],5099.99,2019,48000,Petrol,Manual,Hyderabad,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Maruti Suzuki,Ciaz VXi,5110,2015,45969,Petrol,Manual,Mumbai,Silver,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Eeco 7 STR [2019-2020],5150,2019,40310,Petrol,Manual,Pune,Grey,Second,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,7,40
Maruti Suzuki,Swift VDi,5150,2014,141334,Diesel,Manual,Pune,White,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
Honda,Amaze 1.5 VX i-DTEC,5150,2015,63587,Diesel,Manual,Mumbai,Brown,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35
Hyundai,Santro Sportz [2018-2020],5150,2022,3395,Petrol,Manual,Ludhiana,Others,First,Individual,1086,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],5200,2019,76000,CNG,Manual,Kanpur,White,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Maruti Suzuki,Swift DZire LDI,5200,2018,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Swift VXi [2014-2017],5200,2018,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Honda,Jazz S AT [2015-2016],5200,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1198,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Maruti Suzuki,Ignis Zeta 1.2 AMT,5210,2017,40879,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
Hyundai,Elite i20 Asta 1.2,5250,2015,68397,Petrol,Manual,Patna,Gold,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Elite i20 Magna 1.2,5250,2015,68766,Petrol,Manual,Mumbai,Silver,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Volkswagen,Polo GT TSI,5250,2015,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3970,1682,1453,5,45
Maruti Suzuki,Swift VXi [2014-2017],5250,2016,64928,Petrol,Manual,Mumbai,Red,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Hyundai,Xcent SX 1.1 CRDi,5250,2018,78900,Diesel,Manual,Vadodara,Silver,First,Individual,1120,71 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD,3995,1660,1520,5,43
Honda,City V Diesel,5250,2015,114635,Diesel,Manual,Kolkata,Grey,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],5250,2019,50000,CNG,Manual,Delhi,Grey,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Mahindra,Thar CRDe 4x4 Non AC,5250,2015,85000,Diesel,Manual,Ambala Cantt,Green,Second,Individual,2498,105@3800,247@1800,AWD,3920,1710,1930,7,60
Maruti Suzuki,Swift DZire VXI,5250,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Honda,Jazz V Diesel,5250,2015,68244,Diesel,Manual,Indore,Silver,Second,Individual,1498,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3955,1694,1544,5,40
Volkswagen,Polo Highline1.2L (P),5250,2014,43550,Petrol,Manual,Hyderabad,Orange,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,5250,2014,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Mahindra,Bolero SLE BS IV,5250,2015,39234,Diesel,Manual,Patna,White,Second,Individual,2523,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107,1745,1880,7,60
Renault,Duster 85 PS RxL Diesel,5250,2014,48000,Diesel,Manual,Patna,Silver,First,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
Honda,Jazz V Petrol,5250,2016,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Tata,Tiago NRG Petrol,5250,2019,32000,Petrol,Manual,Noida,Bronze,First,Individual,1199,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3793,1665,1587,5,35
Hyundai,i20 Active 1.2 S,5290,2015,57654,Petrol,Manual,Zirakpur,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
Tata,Zest XE 75 PS Diesel,5300,2020,5923,Diesel,Manual,Ranchi,White,First,Commercial Registration,1248,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995,1706,1570,5,44
Ford,Ecosport Titanium 1.5 TDCi,5300,2013,75000,Diesel,Manual,Mumbai,White,First,Individual,1498,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
Ford,Ecosport Titanium+ 1.0L EcoBoost,5350,2015,28000,Petrol,Manual,Mumbai,Silver,First,Individual,999,124 bhp @ 6000 rpm,170 Nm @ 1400 rpm,FWD,3999,1765,1708,5,52
Maruti Suzuki,Wagon R VXI+,5350,2020,4295,Petrol,Manual,Samastipur,Silver,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],5350,2016,58339,Diesel,Manual,Panchkula,Grey,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],5350,2020,41441,Petrol,Manual,Bangalore,Silver,First,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
Maruti Suzuki,Baleno Delta 1.2,5350,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Maruti Suzuki,Ciaz VXi (O),5400,2015,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Hyundai,Verna Fluidic 1.6 CRDi SX,5400,2014,86000,Diesel,Manual,Lucknow,Silver,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Honda,Amaze 1.2 SX i-VTEC,5400,2017,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Maruti Suzuki,Celerio VXi [2019-2020],5400,2019,34000,Petrol,Manual,Chennai,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Honda,City SV Diesel,5400,2015,76000,Diesel,Manual,Agra,Red,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Hyundai,i20 Active 1.4 SX,5400,2015,59000,Diesel,Manual,Agra,Silver,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
Maruti Suzuki,Baleno Sigma 1.2,5450,2017,61518,Petrol,Manual,Noida,Red,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,5450,2014,56000,Petrol,Manual,Noida,Red,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Honda,Jazz V AT Petrol,5450,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Maruti Suzuki,Wagon R VXI,5450,2019,10340,Petrol,Manual,Delhi,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Baleno Sigma 1.2,5450,2016,53000,Petrol,Manual,Jalandhar,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Maruti Suzuki,Swift DZire ZXI,5450,2015,70000,Petrol,Manual,Mohali,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5450,2019,28000,Petrol,Manual,Kharar,White,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Ignis Zeta 1.2 AMT,5450,2017,22000,Petrol,Automatic,Delhi,Blue,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
Volkswagen,Vento Highline Diesel,5450,2013,110000,Diesel,Manual,Bangalore,Silver,First,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55
Hyundai,i20 Active 1.4 S,5450,2016,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
Hyundai,Elantra 1.8 SX AT,5450,2013,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,1797,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD,4530,1775,1470,5,56
Hyundai,Verna Fluidic 1.6 CRDi SX,5450,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Hyundai,Santro Sportz CNG [2018-2020],5450,2019,43000,CNG,Manual,Mumbai,Silver,First,Individual,1086,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
Hyundai,Verna Fluidic 1.6 VTVT SX,5470,2013,36623,Petrol,Manual,Zirakpur,Silver,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,Elite i20 Asta 1.2,5490,2015,61900,Petrol,Manual,Gurgaon,Silver,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Mahindra,XUV500 W8,5490,2012,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,5490,2018,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,5490,2014,42000,Diesel,Automatic,Chandigarh,Bronze,First,Individual,1498,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55
Mahindra,Scorpio 2.6 Turbo 7 Str,5500,2007,92170,Diesel,Manual,Ranchi,White,Second,Individual,2609,116@3800,277@1700,RWD,4495,1817,1975,7,60
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5500,2017,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Swift DZire ZDI,5500,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Honda,City SV Diesel,5500,2014,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Swift VXi [2014-2017],5500,2019,29000,Petrol,Manual,Kolkata,Grey,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Skoda,Rapid Ambition 1.6 TDI CR MT,5500,2016,83000,Diesel,Manual,Chandigarh,White,First,Individual,1598,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],5500,2019,48000,CNG,Manual,Mumbai,Silver,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Honda,City 1.5 V AT,5500,2011,69000,Petrol,Automatic,Bangalore,Black,Second,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Honda,City VX,5500,2015,44000,Petrol,Manual,Kolkata,Grey,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Wagon R VXi 1.2,5500,2020,19000,Petrol,Manual,Varanasi,Blue,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655,1620,1675,5,32
Ford,Ecosport Titanium 1.5 Ti-VCT,5500,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
Maruti Suzuki,Baleno Delta 1.3,5500,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],5500,2015,58078,Petrol,Manual,Mysore,Silver,Second,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],5500,2018,56000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Swift VXi [2014-2017],5500,2018,50000,Petrol,Manual,Meerut,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Nissan,Terrano XL D THP 110 PS,5500,2014,65000,Diesel,Manual,Ahmedabad,Brown,First,Individual,1461,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4331,1822,1671,5,50
Hyundai,Elite i20 Asta 1.2,5500,2015,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Elite i20 Asta 1.2,5510,2015,47752,Petrol,Manual,Mumbai,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Santro Sportz,5510,2021,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
Hyundai,Xcent SX 1.1 CRDi,5510,2019,39000,Diesel,Manual,Jaipur,White,First,Individual,1120,71 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD,3995,1660,1520,5,43
Tata,Tiago Revotron XZA,5550,2018,20000,Petrol,Automatic,Mumbai,Red,First,Individual,1199,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746,1647,1535,5,35
Hyundai,Elite i20 Asta 1.4 (O) CRDi,5600,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40
Maruti Suzuki,Swift DZire VDI,5600,2013,37000,Diesel,Manual,Salem,Gold,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Hyundai,Elite i20 Asta 1.4 (O) CRDi,5600,2016,80000,Diesel,Manual,Ambala Cantt,White,Second,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40
Hyundai,i20 Active 1.2 SX,5600,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
Maruti Suzuki,Ignis Delta 1.2 AMT,5600,2017,36000,Petrol,Automatic,Delhi,Silver,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5600,2017,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,DZire LDi,5600,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
Hyundai,Elite i20 Sportz 1.4,5610,2015,61000,Diesel,Manual,Ahmedabad,Silver,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Maruti Suzuki,Baleno Zeta 1.2,5610,2017,68000,Petrol,Manual,Noida,Brown,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],5650,2016,29000,Petrol,Automatic,Mumbai,Silver,First,Individual,1197,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Mahindra,TUV300 T8,5650,2017,65000,Diesel,Manual,Delhi,Red,Second,Individual,1493,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60
Hyundai,Verna Fluidic 1.6 CRDi,5650,2014,68000,Diesel,Manual,Lucknow,White,First,Individual,1582,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Maruti Suzuki,Celerio VXi,5650,2020,47000,Petrol,Manual,Hyderabad,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Hyundai,Elite i20 Sportz 1.4,5650,2015,65000,Diesel,Manual,Ludhiana,White,Second,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Honda,Jazz V Petrol,5650,2017,45000,Petrol,Manual,Delhi,Grey,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Volkswagen,Polo Comfortline 1.2L (P),5650,2014,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Maruti Suzuki,Ciaz Delta 1.4 MT,5650,2017,64000,Petrol,Manual,Ranchi,Brown,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Celerio ZXi AMT [2019-2020],5690,2016,11471,Petrol,Automatic,Bangalore,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5690,2018,57847,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,Jazz VX Petrol,5700,2017,92270,Petrol,Manual,Mumbai,Brown,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Maruti Suzuki,Baleno Delta 1.2 AT,5700,2017,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Maruti Suzuki,Ciaz ZXI+,5700,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Swift Lxi (O) [2014-2017],5700,2019,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Ford,Ecosport Titanium 1.5L TDCi,5700,2016,80000,Diesel,Manual,Gurgaon,Black,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52
Nissan,Terrano XL (D),5750,2015,85000,Diesel,Manual,Mumbai,White,First,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
Hyundai,Elite i20 Magna 1.2,5750,2015,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],5750,2016,38000,Diesel,Manual,Patna,Silver,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Maruti Suzuki,Baleno Delta 1.3,5750,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],5750,2019,31000,CNG,Manual,Delhi,Grey,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Ford,Figo Titanium1.5 TDCi,5750,2019,71569,Diesel,Manual,Lucknow,White,First,Individual,1498,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD,3886,1695,1525,5,40
Tata,Safari 2.2 EX 4x2,5750,2013,72000,Diesel,Manual,Ahmedabad,White,Second,Individual,2179,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655,1965,1922,7,55
Volkswagen,Ameo Trendline 1.5L (D),5750,2017,69508,Diesel,Manual,Ranga Reddy,White,Second,Individual,1498,109 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1682,1483,5,45
Maruti Suzuki,Ciaz VXi,5750,2015,48000,Petrol,Manual,Mumbai,Red,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Swift Lxi (O) [2014-2017],5750,2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Swift ZXi,5750,2015,50599,Petrol,Manual,Chennai,White,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Honda,WR-V VX MT Petrol,5750,2017,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40
Maruti Suzuki,Celerio ZXi AMT [2017-2019],5750,2018,27239,Petrol,Automatic,Bangalore,Orange,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Tata,Altroz XT Petrol,5750,2020,40000,Petrol,Manual,Kolkata,White,First,Individual,1199,85 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3990,1755,1523,5,37
Maruti Suzuki,Swift DZire VDI,5750,2017,35000,Diesel,Manual,Patna,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
